iter,loss,acc
0,2.2516,0.2795
10,1.81273,0.7386
20,1.51441,0.773
30,1.3049,0.8084
40,1.15776,0.8166
50,1.04915,0.8267
60,0.966674,0.8326
70,0.901573,0.8381
80,0.849773,0.8441
90,0.806338,0.8447
100,0.770085,0.8499
110,0.738564,0.8532
120,0.712702,0.859
130,0.68904,0.8592
140,0.668172,0.8612
150,0.65038,0.8638
160,0.634057,0.8648
170,0.619907,0.8698
180,0.606618,0.8684
190,0.595021,0.8706
200,0.584244,0.8703
210,0.574025,0.8711
220,0.564146,0.874
230,0.555471,0.8734
240,0.547458,0.8754
250,0.539534,0.8757
260,0.532892,0.8768
270,0.526527,0.8778
280,0.519679,0.8795
290,0.513881,0.8791
300,0.508573,0.8794
310,0.503704,0.8805
320,0.498187,0.8804
330,0.493138,0.8822
340,0.488888,0.8829
350,0.484546,0.8837
360,0.480432,0.8836
370,0.47651,0.8829
380,0.473135,0.8846
390,0.469458,0.8854
400,0.466139,0.8849
410,0.462917,0.8863
420,0.460079,0.8858
430,0.456803,0.8865
440,0.453495,0.8864
450,0.450914,0.8879
460,0.447721,0.8896
470,0.445311,0.8892
480,0.442849,0.8885
490,0.440526,0.8896
500,0.438103,0.8898
510,0.435839,0.8903
520,0.433614,0.8903
530,0.431592,0.8906
540,0.429923,0.8908
550,0.427652,0.8918
560,0.425485,0.8913
570,0.423685,0.8918
580,0.421714,0.893
590,0.419857,0.8927
600,0.418616,0.8925
610,0.41727,0.893
620,0.415205,0.8932
630,0.413302,0.8949
640,0.411641,0.8946
650,0.410262,0.8952
660,0.408924,0.895
670,0.406989,0.8964
680,0.405496,0.8956
690,0.404426,0.8959
700,0.403032,0.8965
710,0.401786,0.8969
720,0.400696,0.8969
730,0.399306,0.8973
740,0.398361,0.8968
750,0.397364,0.8971
760,0.395871,0.8971
770,0.394393,0.8981
780,0.393324,0.8982
790,0.392402,0.8981
800,0.391094,0.8987
810,0.390021,0.8993
820,0.389343,0.8983
830,0.38813,0.8993
840,0.386864,0.8986
850,0.385873,0.8999
860,0.385096,0.8993
870,0.384204,0.8991
880,0.383309,0.8988
890,0.382345,0.8994
900,0.381637,0.9003
910,0.380317,0.9004
920,0.379552,0.9005
930,0.378551,0.9004
940,0.378176,0.9006
950,0.377102,0.8998
960,0.376097,0.9013
970,0.375383,0.9008
980,0.37461,0.9004
990,0.373919,0.9012
1000,0.373261,0.9004
1010,0.372608,0.9011
1020,0.371848,0.9009
1030,0.371171,0.9016
1040,0.370682,0.903
1050,0.369547,0.9021
1060,0.36936,0.902
1070,0.36825,0.9018
1080,0.367468,0.9024
1090,0.366942,0.9021
1100,0.366124,0.9027
1110,0.365671,0.9031
1120,0.365118,0.9036
1130,0.364602,0.9035
1140,0.363824,0.9041
1150,0.363404,0.9038
1160,0.362734,0.9036
1170,0.36193,0.9039
1180,0.36144,0.9044
1190,0.360561,0.9036
1200,0.360144,0.9039
1210,0.359557,0.9048
1220,0.359001,0.9042
1230,0.358813,0.9039
1240,0.35832,0.9043
1250,0.357798,0.9042
1260,0.35677,0.9043
1270,0.356315,0.9054
1280,0.355812,0.9054
1290,0.355512,0.9052
1300,0.355023,0.9055
1310,0.354567,0.9063
1320,0.353956,0.9055
1330,0.353301,0.9055
1340,0.353091,0.9062
1350,0.352635,0.9058
1360,0.352028,0.9055
1370,0.351447,0.9057
1380,0.351156,0.9063
1390,0.350951,0.9055
1400,0.3505,0.9064
1410,0.350094,0.9065
1420,0.349479,0.9064
1430,0.349095,0.9061
1440,0.348656,0.9063
1450,0.348215,0.9066
1460,0.34773,0.9065
1470,0.347221,0.9073
1480,0.347015,0.9074
1490,0.346715,0.9072
1500,0.346616,0.9071
1510,0.345953,0.9077
1520,0.345498,0.9076
1530,0.345341,0.9075
1540,0.344659,0.9078
1550,0.344666,0.9077
1560,0.343773,0.9078
1570,0.343606,0.9077
1580,0.343015,0.908
1590,0.343058,0.908
1600,0.342469,0.908
1610,0.342284,0.908
1620,0.341578,0.9083
1630,0.341295,0.908
1640,0.341051,0.9084
1650,0.340661,0.9086
1660,0.340155,0.9082
1670,0.339831,0.9085
1680,0.339661,0.908
1690,0.33938,0.9082
1700,0.339342,0.9088
1710,0.339018,0.909
1720,0.338638,0.9096
1730,0.338238,0.9094
1740,0.33796,0.9085
1750,0.337622,0.9092
1760,0.337407,0.9089
1770,0.33708,0.9094
1780,0.33674,0.909
1790,0.336148,0.9098
1800,0.335842,0.9092
1810,0.335825,0.9099
1820,0.335582,0.9095
1830,0.334951,0.9092
1840,0.334839,0.9092
1850,0.334566,0.9089
1860,0.334167,0.9091
1870,0.334174,0.9099
1880,0.3342,0.9093
1890,0.33353,0.9095
1900,0.333287,0.9095
1910,0.332957,0.9094
1920,0.33268,0.9101
1930,0.332477,0.9102
1940,0.332129,0.9103
1950,0.331751,0.9101
1960,0.331462,0.9102
1970,0.331226,0.9105
1980,0.330975,0.9099
1990,0.330864,0.9106
2000,0.330398,0.9101
2010,0.330352,0.91
2020,0.329995,0.9109
2030,0.329832,0.9113
2040,0.329733,0.9108
2050,0.329681,0.9111
2060,0.329305,0.9108
2070,0.32921,0.9107
2080,0.328841,0.9115
2090,0.328188,0.9106
2100,0.328113,0.9111
2110,0.327915,0.9112
2120,0.327605,0.911
2130,0.327406,0.911
2140,0.327366,0.9112
2150,0.327136,0.9114
2160,0.327101,0.911
2170,0.32688,0.9116
2180,0.326712,0.9113
2190,0.326553,0.9115
2200,0.325946,0.9123
2210,0.325714,0.9119
2220,0.32562,0.9118
2230,0.325481,0.9118
2240,0.325583,0.912
2250,0.32495,0.9121
2260,0.324686,0.912
2270,0.32459,0.9123
2280,0.324196,0.9124
2290,0.324099,0.9119
2300,0.323971,0.9126
2310,0.323824,0.9124
2320,0.323772,0.9124
2330,0.323592,0.9126
2340,0.32312,0.9124
2350,0.322776,0.9123
2360,0.322794,0.9125
2370,0.322505,0.9125
2380,0.322248,0.9128
2390,0.322107,0.9128
2400,0.321952,0.9127
2410,0.322023,0.913
2420,0.321917,0.9129
2430,0.321636,0.9126
2440,0.321567,0.9125
2450,0.321374,0.9131
2460,0.320899,0.9131
2470,0.320659,0.9128
2480,0.320986,0.9134
2490,0.32048,0.9131
2500,0.320364,0.9132
2510,0.319874,0.9129
2520,0.319673,0.9131
2530,0.319661,0.9129
2540,0.319832,0.9129
2550,0.319235,0.9133
2560,0.319111,0.9129
2570,0.319006,0.9129
2580,0.319122,0.9131
2590,0.319195,0.9137
2600,0.31862,0.9141
2610,0.318268,0.9134
2620,0.318226,0.9142
2630,0.317907,0.9135
2640,0.317712,0.9144
2650,0.317549,0.914
2660,0.317509,0.9132
2670,0.317053,0.9131
2680,0.317009,0.9139
2690,0.317069,0.9136
2700,0.316646,0.913
2710,0.316464,0.9136
2720,0.316514,0.9131
2730,0.316717,0.9144
2740,0.31646,0.9138
2750,0.316421,0.9142
2760,0.316344,0.9146
2770,0.315858,0.9147
2780,0.316043,0.9141
2790,0.315589,0.9145
2800,0.315514,0.9141
2810,0.315505,0.9144
2820,0.314985,0.9137
2830,0.315013,0.914
2840,0.314788,0.9143
2850,0.314705,0.9143
2860,0.314632,0.9142
2870,0.31457,0.9144
2880,0.314237,0.9151
2890,0.31419,0.915
2900,0.314188,0.9143
2910,0.313986,0.9143
2920,0.313658,0.9133
2930,0.313617,0.9137
2940,0.313496,0.9134
2950,0.313857,0.9147
2960,0.313685,0.9138
2970,0.313134,0.9144
2980,0.313223,0.9142
2990,0.31296,0.9146
3000,0.31284,0.9148
3010,0.312634,0.9147
3020,0.312473,0.9145
3030,0.312344,0.915
3040,0.312242,0.9148
3050,0.312076,0.9145
3060,0.312069,0.9147
3070,0.311843,0.9147
3080,0.311846,0.9145
3090,0.311546,0.9149
3100,0.311582,0.9157
3110,0.311296,0.915
3120,0.310872,0.9149
3130,0.310855,0.9144
3140,0.310895,0.9144
3150,0.310653,0.9143
3160,0.310777,0.9144
3170,0.310833,0.9149
3180,0.310592,0.9153
3190,0.310459,0.9159
3200,0.310343,0.9152
3210,0.310042,0.915
3220,0.309973,0.9149
3230,0.309964,0.9158
3240,0.309891,0.9152
3250,0.30968,0.9151
3260,0.309474,0.9157
3270,0.309703,0.9157
3280,0.30949,0.9149
3290,0.309436,0.9148
3300,0.309259,0.9157
3310,0.309309,0.915
3320,0.308928,0.9159
3330,0.308763,0.9159
3340,0.308898,0.9155
3350,0.308608,0.916
3360,0.308369,0.9162
3370,0.308387,0.9167
3380,0.308425,0.9159
3390,0.308084,0.9162
3400,0.307954,0.9159
3410,0.308079,0.9152
3420,0.308076,0.9156
3430,0.307906,0.915
3440,0.30781,0.9149
3450,0.307356,0.9155
3460,0.307049,0.9157
3470,0.307098,0.9157
3480,0.306987,0.9165
3490,0.307105,0.9164
3500,0.306865,0.9165
3510,0.307176,0.916
3520,0.306819,0.9167
3530,0.306853,0.9163
3540,0.306819,0.9162
3550,0.306562,0.9159
3560,0.30635,0.9163
3570,0.306204,0.9164
3580,0.306031,0.9164
3590,0.306079,0.9167
3600,0.306015,0.9165
3610,0.306064,0.9164
3620,0.305898,0.9169
3630,0.305895,0.9166
3640,0.305975,0.916
3650,0.30585,0.9167
3660,0.305942,0.9163
3670,0.305687,0.916
3680,0.305802,0.9156
3690,0.305656,0.9155
3700,0.305263,0.9163
3710,0.304919,0.9164
3720,0.304758,0.917
3730,0.304721,0.917
3740,0.304626,0.9165
3750,0.304395,0.9163
3760,0.304359,0.9165
3770,0.304328,0.9166
