iter,loss,acc
2540,0.371882,0.8988
2550,0.371284,0.8982
2560,0.370325,0.9002
2570,0.370627,0.8973
2580,0.369837,0.8978
2590,0.369067,0.8982
2600,0.368018,0.9004
2610,0.367795,0.8995
2620,0.367831,0.8991
2630,0.36832,0.8983
2640,0.366973,0.9002
2650,0.364938,0.9002
2660,0.364544,0.8995
2670,0.362521,0.9008
2680,0.361803,0.9012
2690,0.362236,0.9006
2700,0.360346,0.9014
2710,0.359874,0.9
2720,0.357107,0.9028
2730,0.35845,0.9001
2740,0.357437,0.9016
2750,0.357258,0.9008
2760,0.355135,0.9025
2770,0.356025,0.902
2780,0.355292,0.9028
2790,0.355013,0.9018
2800,0.355365,0.9018
2810,0.354566,0.8999
2820,0.351843,0.9029
2830,0.352672,0.902
2840,0.35083,0.9033
2850,0.351115,0.9034
2860,0.350005,0.9033
2870,0.351967,0.9034
2880,0.349979,0.9032
2890,0.348155,0.9042
2900,0.348016,0.9035
2910,0.34716,0.904
2920,0.347479,0.9042
2930,0.346885,0.9044
2940,0.345009,0.9053
2950,0.34423,0.905
2960,0.3431,0.9046
2970,0.344381,0.9046
2980,0.344646,0.9058
2990,0.343154,0.9042
3000,0.34174,0.9052
3010,0.341558,0.9053
3020,0.340345,0.9055
3030,0.340954,0.9055
3040,0.33833,0.9062
3050,0.339091,0.9064
3060,0.337379,0.9073
3070,0.337413,0.9057
3080,0.337096,0.9067
3090,0.338136,0.9067
3100,0.337325,0.9062
3110,0.334821,0.9073
3120,0.33472,0.907
3130,0.334774,0.9064
3140,0.334562,0.9067
3150,0.332806,0.9073
3160,0.334055,0.9062
3170,0.334773,0.9068
3180,0.333421,0.908
3190,0.332414,0.9073
3200,0.330371,0.907
3210,0.328965,0.9085
3220,0.329564,0.9082
3230,0.329969,0.907
3240,0.327616,0.9088
3250,0.328817,0.9082
3260,0.329324,0.907
3270,0.328003,0.9064
3280,0.328407,0.9078
3290,0.328948,0.907
3300,0.329823,0.9061
3310,0.324995,0.9088
3320,0.327393,0.907
3330,0.325158,0.9088
3340,0.324517,0.9088
3350,0.323904,0.9101
3360,0.322572,0.9082
3370,0.322801,0.9093
3380,0.321364,0.9103
3390,0.321767,0.91
3400,0.322082,0.9098
3410,0.321286,0.9096
3420,0.320558,0.9104
3430,0.320058,0.9083
3440,0.320621,0.9096
3450,0.321644,0.9089
3460,0.320643,0.9096
3470,0.319876,0.9087
3480,0.320516,0.909
3490,0.316901,0.9104
3500,0.317998,0.9093
3510,0.318567,0.9106
3520,0.319936,0.9108
3530,0.321722,0.9105
3540,0.315889,0.9098
3550,0.315713,0.9118
3560,0.316311,0.9117
3570,0.316865,0.9093
3580,0.3137,0.9106
3590,0.314785,0.9116
3600,0.313671,0.9108
3610,0.315613,0.9095
3620,0.313858,0.9102
3630,0.312376,0.9121
3640,0.315001,0.9098
3650,0.314205,0.9114
3660,0.312949,0.9121
3670,0.313338,0.9108
3680,0.310601,0.9119
3690,0.309948,0.9122
3700,0.308248,0.912
3710,0.309074,0.9118
3720,0.309254,0.9117
3730,0.308448,0.912
3740,0.308144,0.9129
3750,0.307236,0.9133
3760,0.309526,0.9118
3770,0.307516,0.9133
3780,0.306074,0.913
3790,0.306604,0.9127
3800,0.305897,0.9139
3810,0.306557,0.9136
3820,0.30546,0.9123
3830,0.305464,0.9128
3840,0.305476,0.9159
3850,0.305732,0.9126
3860,0.30414,0.9131
3870,0.304283,0.915
3880,0.302901,0.9141
3890,0.304113,0.9128
3900,0.302201,0.9147
3910,0.301195,0.9145
3920,0.301625,0.9151
3930,0.300532,0.9141
3940,0.300434,0.9148
3950,0.301646,0.9134
3960,0.301504,0.9147
3970,0.301746,0.9152
3980,0.29848,0.9163
3990,0.2988,0.9161
4000,0.301053,0.9129
4010,0.299842,0.915
4020,0.3,0.9154
4030,0.298354,0.9141
4040,0.29802,0.9167
4050,0.300527,0.9143
4060,0.298098,0.9161
4070,0.299469,0.9158
4080,0.296151,0.9162
4090,0.296669,0.9172
4100,0.296296,0.9163
4110,0.296338,0.9163
4120,0.29484,0.9159
4130,0.294533,0.916
4140,0.294879,0.9175
