iter,loss,acc
0,1.87813,0.3956
10,0.735518,0.8532
20,0.577093,0.8593
30,0.506414,0.8767
40,0.463828,0.8818
50,0.438362,0.887
60,0.419928,0.8892
70,0.405431,0.895
80,0.38946,0.8982
90,0.381146,0.8993
100,0.37324,0.8995
110,0.366533,0.9025
120,0.362349,0.9048
130,0.3543,0.9058
140,0.350286,0.9059
150,0.34755,0.9067
160,0.342477,0.9066
170,0.343559,0.9064
180,0.335869,0.9094
190,0.333908,0.9096
200,0.332709,0.9092
210,0.329377,0.9102
220,0.329112,0.9107
230,0.326809,0.9111
240,0.323595,0.9134
250,0.320321,0.9117
260,0.320988,0.9121
270,0.318489,0.9122
280,0.318814,0.9147
290,0.31848,0.911
300,0.313604,0.9135
310,0.311725,0.9147
320,0.310619,0.9147
330,0.310948,0.9154
340,0.309582,0.9143
350,0.308162,0.9138
360,0.306312,0.914
370,0.310457,0.915
380,0.303704,0.9158
390,0.303294,0.9182
400,0.302495,0.9161
410,0.302978,0.9169
420,0.304657,0.9149
430,0.30169,0.9166
440,0.300517,0.9164
450,0.299748,0.9171
460,0.300222,0.9166
470,0.301123,0.9158
480,0.297825,0.9162
490,0.296053,0.9179
500,0.296177,0.918
510,0.295214,0.9179
520,0.295265,0.9182
530,0.296679,0.9176
540,0.296583,0.9177
550,0.296618,0.9184
560,0.293169,0.917
570,0.294259,0.9193
580,0.293317,0.9189
590,0.294478,0.9183
600,0.293822,0.9177
610,0.293121,0.9177
620,0.290635,0.9187
630,0.294812,0.9188
640,0.292362,0.92
650,0.290392,0.9184
660,0.289909,0.9182
670,0.29106,0.9183
680,0.28996,0.9192
690,0.289787,0.9188
700,0.289293,0.9203
710,0.288028,0.9209
720,0.289208,0.9179
730,0.287514,0.9185
740,0.28992,0.9183
750,0.288365,0.9186
760,0.287226,0.9199
770,0.286039,0.9221
780,0.287731,0.9202
790,0.287077,0.9188
800,0.28612,0.9195
810,0.285725,0.9219
820,0.285296,0.9212
830,0.284155,0.9193
840,0.284188,0.9215
850,0.285804,0.9198
860,0.284006,0.9206
870,0.285173,0.9218
880,0.285575,0.921
890,0.283962,0.9209
900,0.283037,0.9218
910,0.283863,0.9219
920,0.284085,0.9207
930,0.28277,0.9219
940,0.283057,0.9204
950,0.282225,0.9205
960,0.28164,0.9209
970,0.284088,0.9203
980,0.283462,0.9213
990,0.281412,0.9212
1000,0.281848,0.9222
1010,0.281414,0.9223
1020,0.280039,0.9217
1030,0.282375,0.9225
1040,0.281214,0.9206
1050,0.280166,0.9214
1060,0.282696,0.92
1070,0.281806,0.9214
1080,0.279549,0.9218
1090,0.280961,0.9222
1100,0.280642,0.921
1110,0.282571,0.9202
1120,0.278956,0.9212
1130,0.279878,0.9203
1140,0.279379,0.9219
1150,0.279431,0.9219
1160,0.280105,0.9211
1170,0.281409,0.9217
1180,0.280112,0.9227
1190,0.278759,0.9218
1200,0.277592,0.9212
1210,0.278728,0.9224
1220,0.278873,0.9223
1230,0.283093,0.9193
1240,0.28029,0.9221
1250,0.27924,0.9229
1260,0.278008,0.9224
1270,0.277689,0.9217
1280,0.278255,0.9203
1290,0.278227,0.9217
1300,0.276591,0.923
1310,0.27748,0.9222
1320,0.278985,0.9227
1330,0.277148,0.923
