0,9005
1,9231
2,9292
3,9334
4,9368
5,9368
6,9403
7,9426
8,9407
9,9433
10,9464
11,9418
12,9450
13,9435
14,9475
15,9461
16,9453
17,9451
18,9437
19,9471
20,9465
21,9463
22,9451
23,9453
24,9431
25,9480
26,9484
27,9464
28,9455
29,9487
