0,9075
1,9271
2,9308
3,9454
4,9442
5,9433
6,9500
7,9540
8,9579
9,9554
10,9537
11,9564
12,9584
13,9564
14,9587
15,9601
16,9573
17,9594
18,9586
19,9597
20,9624
21,9622
22,9633
23,9634
24,9616
25,9606
26,9634
27,9632
28,9639
29,9638
