0,7474
1,8218
2,8311
3,8333
4,8360
5,8378
6,8386
7,8407
8,8395
9,8488
10,9125
11,9163
12,9133
13,9140
14,9147
15,9169
16,9169
17,9170
18,9172
19,9188
20,9167
21,9167
22,9160
23,9161
24,9172
25,9126
26,9121
27,9176
28,9166
29,9190
