0,4137
1,4980
2,5899
3,7364
4,7464
5,7535
6,7587
7,7602
8,7637
9,7650
10,7653
11,7672
12,7679
13,7680
14,7698
15,7699
16,7704
17,7715
18,7709
19,7738
20,7773
21,8600
22,8615
23,8638
24,8640
25,8648
26,9358
27,9454
28,9467
29,9490
